cc_num,merchant,category,amt,first,last,gender,street,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud,Trans_Date,Trans_Time,location
810,349,12,161.37,David,Bonilla,0,749,31567,31.6143,-82.7243,782,38,591,5620,1371826478.0,30.844109,-83.494447,0.0,0,884,825
865,404,9,552.46,Robert,Williams,0,83,48706,43.6088,-83.953,67858,469,821,6247,1371826486.0,44.032116,-83.106991,0.0,0,884,59
41,252,12,8.51,Rachel,Daniels,1,523,49895,46.3535,-86.6345,765,231,445,4725,1371826509.0,47.135979,-86.412023,0.0,0,885,837
704,581,6,45.67,Kimberly,Miller,1,700,62856,37.9943,-88.9417,324,399,508,3116,1371826517.0,37.122514,-88.328393,0.0,0,885,440
528,660,7,36.69,Jessica,Ward,1,668,85020,33.5623,-112.0559,1312922,100,588,483,1371826520.0,33.663207,-111.93532,0.0,0,885,620
336,388,1,5.89,Rachel,Lowe,1,357,69165,41.1558,-101.136,1789,234,603,7368,1371826537.0,40.546102,-101.624613,0.0,0,885,759
416,70,9,41.92,Drew,Garcia,0,654,45801,40.7641,-84.0973,86954,103,782,4326,1371826542.0,40.036255,-84.890546,0.0,0,885,433
401,323,0,167.02,Jenna,Brooks,1,479,70808,30.4066,-91.1468,378909,115,522,8035,1371826554.0,30.63821,-91.497515,0.0,0,885,56
299,397,10,88.3,Michael,Rowe,0,687,32935,28.1384,-80.6524,139650,111,190,4347,1371826586.0,28.635917,-79.704019,0.0,0,886,485
703,671,7,21.31,Michelle,Johnston,1,339,78584,26.4215,-99.0025,18128,228,749,920,1371826596.0,25.680009,-99.987469,0.0,0,886,675
104,85,7,94.2,Jacqueline,Allen,1,147,46143,39.596,-86.1309,78968,185,371,1984,1371826639.0,39.294812,-86.289134,0.0,0,887,305
842,467,12,50.41,Katherine,Tucker,1,619,33811,27.9865,-82.0139,237282,85,554,2056,1371826669.0,28.167899,-82.959513,0.0,0,887,416
539,507,5,19.03,Deborah,Fisher,1,172,87117,35.0203,-106.5503,310,420,546,3154,1371826700.0,35.861878,-105.587001,0.0,0,888,406
517,493,5,14.89,Tanya,Williams,1,528,13615,44.0577,-76.0196,1271,339,208,8094,1371826711.0,44.068256,-76.909719,0.0,0,888,110
803,685,1,6.55,Patricia,Mendoza,1,150,84325,41.71,-111.9817,2078,392,283,6345,1371826726.0,40.75604,-112.027357,0.0,0,888,486
74,159,10,41.27,Eric,Preston,0,649,83643,44.6255,-116.4493,129,57,318,4076,1371826728.0,44.50375,-116.165769,0.0,0,888,490
415,408,10,252.46,Kathleen,Martin,1,610,77358,30.5354,-95.4532,4993,393,109,756,1371826739.0,29.742803,-94.781998,0.0,0,888,545
262,676,9,355.74,Alan,Colon,0,690,82501,43.0351,-108.2024,19408,253,803,4372,1371826746.0,42.280586,-108.411593,0.0,0,889,666
450,461,6,24.93,Shelby,Mitchell,1,881,5733,43.8065,-73.0882,5895,395,494,6169,1371826761.0,43.972745,-73.449261,0.0,0,889,96
145,626,9,313.38,Jared,Velazquez,0,11,7747,40.4109,-74.238,30770,128,792,7608,1371826815.0,40.96964,-74.160249,0.0,0,890,473
487,501,13,1.03,Jose,Vasquez,0,530,77566,29.0393,-95.4401,28739,196,868,6234,1371826826.0,29.184856,-94.726437,0.0,0,890,414
512,145,0,67.75,Kristina,Stewart,1,442,91321,34.3795,-118.523,34882,208,413,5068,1371826878.0,33.52935,-118.160218,0.0,0,891,549
695,152,0,62.35,Lisa,Lowe,1,532,12419,41.8467,-74.1038,722,96,755,7037,1371826890.0,41.652797,-74.709973,0.0,0,891,179
625,286,13,3.34,Denise,Barnett,1,210,43330,40.813,-83.4196,118,337,199,6085,1371826899.0,40.618236,-83.341865,0.0,0,891,404
103,294,0,13.46,Daniel,Briggs,0,657,87035,34.9889,-106.0609,7268,446,715,6952,1371826905.0,35.492449,-105.688423,0.0,0,891,514
456,164,6,69.11,Jeffrey,Smith,0,658,59014,45.2857,-108.9082,1446,64,535,2463,1371826930.0,45.783381,-108.264676,0.0,0,892,101
445,82,9,8.69,Teresa,Stein,1,266,29911,32.9413,-81.1807,1725,407,472,5956,1371826949.0,33.326021,-81.651078,0.0,0,892,111
447,67,12,9.16,Patricia,Leach,1,659,37663,36.4715,-82.4834,87124,466,687,1316,1371826957.0,35.96052,-83.289973,0.0,0,892,402
127,9,13,4.36,Elizabeth,Payne,1,817,16839,41.0036,-78.1104,489,316,187,2344,1371826960.0,41.637348,-78.275198,0.0,0,892,298
237,408,10,39.51,Holly,Mann,1,707,62075,39.3036,-89.2853,3458,50,657,271,1371826997.0,39.099211,-89.911079,0.0,0,893,553
478,652,7,14.63,Jacob,Patel,0,508,62424,39.0319,-88.4074,2092,354,266,5035,1371827011.0,39.878585,-87.710613,0.0,0,893,216
407,484,12,1.18,Melissa,Aguilar,1,197,37040,36.522,-87.349,151785,315,470,6478,1371827024.0,35.785532,-87.720425,0.0,0,893,152
411,624,5,36.63,Danielle,Allen,1,796,88256,32.274,-104.0914,1925,138,136,4456,1371827052.0,32.691699,-104.683031,0.0,0,894,450
406,591,10,4.7,Mark,Wood,0,779,4287,44.0575,-69.9656,3224,156,844,7770,1371827055.0,44.445912,-69.845862,0.0,0,894,90
226,35,10,6.55,Jared,Camacho,0,399,44702,40.8027,-81.3739,192805,48,285,6274,1371827093.0,41.513059,-82.008669,0.0,0,894,125
132,14,5,96.05,William,Thompson,0,885,12575,41.4575,-74.1659,2258,50,48,2133,1371827109.0,41.399449,-73.853894,0.0,0,895,671
365,213,6,13.36,Jacob,Weber,0,277,67584,38.6411,-100.138,269,343,274,1234,1371827112.0,38.770019,-99.82933,0.0,0,895,792
219,14,5,23.34,Michelle,Anderson,1,265,12222,42.6853,-73.8253,151022,121,52,5221,1371827152.0,41.688206,-73.931599,0.0,0,895,6
748,473,12,8.18,Emily,Hall,1,807,22810,38.8089,-78.7776,863,161,440,2933,1371827174.0,37.896448,-78.107834,0.0,0,896,55
119,368,1,9.07,Carrie,Washington,1,568,46346,41.4802,-86.6919,1423,356,857,4120,1371827174.0,42.293905,-87.045337,0.0,0,896,401
827,95,6,107.71,Thomas,Jenkins,0,845,94619,37.7878,-122.1884,381459,39,468,7848,1371827175.0,36.832297,-122.643996,0.0,0,896,576
371,471,6,22.74,Juan,Sherman,0,555,78214,29.3641,-98.4924,1595797,246,830,5367,1371827179.0,29.938746,-97.734215,0.0,0,896,697
661,337,11,4.68,Monica,Tucker,1,288,42171,37.0581,-86.1938,6841,451,862,179,1371827180.0,37.673167,-86.154883,0.0,0,896,727
9,449,10,30.48,Corey,Jones,0,655,16878,40.9493,-78.3129,1762,32,264,4762,1371827187.0,40.427063,-79.22495,0.0,0,896,822
119,56,0,114.22,Carrie,Washington,1,568,46346,41.4802,-86.6919,1423,356,857,5029,1371827189.0,42.472831,-87.590235,0.0,0,896,401
618,105,5,73.37,Gary,Martinez,0,29,89512,39.5483,-119.7957,276896,231,849,6652,1371827218.0,39.808784,-118.811614,0.0,0,896,658
844,374,0,19.22,Nathan,Mendoza,0,708,87533,35.9866,-106.0654,18408,216,436,3603,1371827218.0,35.904748,-105.37847,0.0,0,896,251
120,496,7,12.05,Robert,Evans,0,16,75048,32.9643,-96.6012,20328,405,655,747,1371827223.0,32.926603,-97.436468,0.0,0,897,687
333,540,5,168.15,Nathan,Mayer,0,455,60193,42.0144,-88.0935,92294,80,373,2875,1371827237.0,41.911365,-88.177836,0.0,0,897,706
727,408,10,43.22,Jack,Hill,0,553,96038,41.6125,-122.5258,589,424,89,6713,1371827243.0,42.197516,-121.740167,0.0,0,897,307
873,384,9,51.77,Charles,Moreno,0,767,33040,24.6557,-81.3824,32891,455,686,646,1371827274.0,25.518574,-80.632059,0.0,0,897,398
540,150,13,8.27,Crystal,Gamble,1,820,19149,40.0369,-75.0664,1526206,416,641,2269,1371827308.0,41.009564,-74.266427,0.0,0,898,619
448,524,8,4.54,Pamela,Curtis,1,816,17060,40.4679,-77.8967,1334,28,683,2724,1371827310.0,39.800444,-77.485215,0.0,0,898,497
395,556,10,1.97,John,Mccormick,0,732,48088,42.5164,-82.9832,134056,339,184,1549,1371827317.0,42.850909,-82.188012,0.0,0,898,807
414,465,10,23.33,Scott,Martin,0,295,20895,39.0298,-77.0793,19054,306,510,1946,1371827334.0,39.381571,-76.848057,0.0,0,898,396
119,48,12,136.58,Carrie,Washington,1,568,46346,41.4802,-86.6919,1423,356,857,2960,1371827341.0,41.406537,-86.533296,0.0,0,899,401
165,403,12,3.09,Lisa,Lin,1,827,61454,40.6761,-91.0391,725,169,444,5950,1371827341.0,41.143338,-90.502649,0.0,0,899,443
868,66,7,46.34,Jeremy,Roberson,0,236,5654,44.1554,-72.4847,970,15,800,7644,1371827367.0,44.157774,-71.5398,0.0,0,899,295
191,132,6,83.24,Morgan,Smith,1,125,28073,35.1836,-81.4552,5621,456,464,2523,1371827375.0,34.312845,-81.751375,0.0,0,899,310
669,219,1,41.96,Susan,Shah,1,823,40820,36.7558,-83.1838,581,355,341,6877,1371827404.0,37.137629,-82.236135,0.0,0,900,182
740,596,6,53.48,Tammy,Ayers,1,146,44233,41.2419,-81.7453,7646,277,722,4137,1371827429.0,41.916053,-81.538148,0.0,0,900,345
177,240,5,27.25,Danielle,Evans,1,709,14816,42.1939,-76.7361,520,358,775,5077,1371827432.0,42.157631,-76.100277,0.0,0,900,99
427,660,7,60.4,Steven,Faulkner,0,771,14425,42.958,-77.3083,10717,108,142,7837,1371827472.0,42.068937,-78.010144,0.0,0,901,261
65,690,5,80.21,Jessica,Werner,1,429,26339,39.4125,-80.6352,255,68,418,2189,1371827496.0,38.527293,-81.353943,0.0,0,901,138
409,167,0,32.76,Ricky,Dunn,0,884,48214,42.3669,-82.9938,673342,211,606,513,1371827524.0,42.928199,-82.326183,0.0,0,902,213
358,326,5,5.11,Walter,Blair,0,426,39572,30.2508,-89.6011,1414,450,204,8163,1371827536.0,30.331042,-90.080735,0.0,0,902,611
422,375,13,8.82,Francisco,Kemp,0,866,63010,38.4305,-90.387,35439,247,649,7674,1371827606.0,37.485914,-89.469088,0.0,0,903,35
310,658,7,61.42,Debra,Becker,1,371,8830,40.5716,-74.3167,18459,142,14,2051,1371827646.0,39.846208,-74.545112,0.0,0,904,376
443,264,7,23.16,Nathan,Massey,0,538,49632,44.2529,-85.017,1126,194,171,731,1371827651.0,44.617323,-85.999926,0.0,0,904,260
238,603,6,221.53,Sharon,Smith,1,159,92585,33.7467,-117.1721,54287,114,442,7954,1371827678.0,33.808656,-116.384481,0.0,0,904,755
499,93,9,3.25,Janet,Turner,1,81,58569,46.1838,-101.2589,77,184,738,3995,1371827680.0,46.487563,-102.120829,0.0,0,904,718
362,679,6,7.21,Melissa,Mcclure,1,184,82227,42.73,-104.7024,241,138,575,4872,1371827693.0,43.033987,-104.359232,0.0,0,904,466
227,22,12,3.47,Mary,Wall,1,225,7060,40.6152,-74.415,71485,254,476,4145,1371827773.0,41.366082,-73.972602,0.0,0,906,623
193,70,9,8.49,Gina,Morrison,1,396,18103,40.5891,-75.4645,166081,397,852,7569,1371827794.0,41.141535,-76.076811,0.0,0,906,14
382,440,10,26.44,Barbara,Norman,1,586,10039,40.8265,-73.9383,1577385,212,586,2039,1371827798.0,40.87299,-74.382261,0.0,0,906,546
146,349,12,95.89,Brianna,Foley,1,531,37932,35.9335,-84.1481,391389,116,810,6445,1371827826.0,36.547285,-84.066803,0.0,0,907,410
696,519,7,36.33,Lauren,Torres,1,24,76050,32.2779,-97.2351,5875,372,783,7250,1371827846.0,32.272587,-97.206004,0.0,0,907,294
206,551,10,43.49,Anna,Logan,1,338,77327,30.33,-95.0202,34153,50,831,2962,1371827872.0,30.681297,-94.886405,0.0,0,907,157
334,655,10,75.69,Aaron,Murray,0,582,64659,39.7795,-93.3014,964,454,482,969,1371827881.0,40.662681,-92.930413,0.0,0,908,483
63,23,10,11.83,Alicia,Bishop,1,204,39897,30.8836,-84.3246,3430,132,118,1578,1371827891.0,31.010315,-85.088562,0.0,0,908,840
406,10,1,16.54,Mark,Wood,0,779,4287,44.0575,-69.9656,3224,156,844,487,1371827891.0,44.03433,-69.679493,0.0,0,908,90
742,633,13,3.36,Jacqueline,Marsh,1,859,15432,40.1151,-79.8627,427,284,130,6606,1371827914.0,39.206862,-79.105943,0.0,0,908,227
385,278,1,71.09,Laura,Walker,1,566,61830,39.9972,-88.6962,478,248,229,3429,1371827915.0,39.321006,-88.102307,0.0,0,908,148
163,28,0,7.08,Erik,Patterson,0,141,84735,37.7175,-112.4777,258,205,256,615,1371827918.0,38.69696,-112.854869,0.0,0,908,326
119,250,9,246.73,Carrie,Washington,1,568,46346,41.4802,-86.6919,1423,356,857,3698,1371827932.0,40.786162,-87.652333,0.0,0,908,401
346,216,13,7.06,Nathan,Martinez,0,545,54154,44.8755,-88.1555,5548,284,496,277,1371827934.0,44.715569,-88.479676,0.0,0,908,579
518,499,0,2.39,Timothy,Gomez,0,651,46765,41.2249,-85.0301,5341,43,818,1144,1371827937.0,40.505514,-85.98264,0.0,0,908,429
410,101,12,122.07,Kenneth,Sanchez,0,10,99033,47.2271,-117.0819,895,85,861,238,1371827946.0,47.985324,-116.634545,0.0,0,909,763
868,15,6,71.95,Jeremy,Roberson,0,236,5654,44.1554,-72.4847,970,15,800,7463,1371827952.0,44.079062,-72.007575,0.0,0,909,295
873,95,6,33.85,Charles,Moreno,0,767,33040,24.6557,-81.3824,32891,455,686,4421,1371828004.0,24.170971,-81.546245,0.0,0,910,398
290,546,7,105.1,Justin,Fowler,0,518,38922,33.9215,-89.6782,3451,186,632,5494,1371828007.0,34.826923,-89.560916,0.0,0,910,162
63,2,1,114.38,Alicia,Bishop,1,204,39897,30.8836,-84.3246,3430,132,118,5352,1371828011.0,29.891735,-84.918105,0.0,0,910,840
150,7,6,39.98,Raymond,Lloyd,0,554,35764,34.7031,-86.3068,653,312,327,3303,1371828022.0,34.567289,-85.551881,0.0,0,910,597
809,595,0,116.53,Jessica,Potter,1,705,87558,36.6659,-105.4694,606,420,718,7379,1371828024.0,36.815628,-105.649218,0.0,0,910,655
674,573,1,23.88,Alex,White,0,800,11957,41.1437,-72.2879,743,463,370,3981,1371828057.0,40.364916,-71.606441,0.0,0,910,589
785,402,6,75.6,Harry,Mckee,0,861,33981,26.9379,-82.2388,79008,366,637,6015,1371828063.0,26.095084,-82.46681,0.0,0,911,628
224,331,1,112.3,Charles,Robles,0,324,33710,27.7898,-82.7243,341043,157,725,224,1371828074.0,27.257568,-83.307255,0.0,0,911,695
665,320,0,5.49,Kenneth,Edwards,0,351,46702,40.8618,-85.6067,2304,382,174,7135,1371828082.0,40.43049,-85.211133,0.0,0,911,25
747,619,0,21.51,Ashley,Whitney,1,389,36749,32.5104,-86.8138,1089,272,411,332,1371828114.0,31.627483,-86.052255,0.0,0,911,386
218,512,6,108.34,Brianna,Page,1,3,36009,31.571,-86.2743,2566,177,206,1580,1371828172.0,31.991525,-85.918159,0.0,0,912,97
516,483,12,7.56,John,Stevens,0,402,12534,42.247,-73.7552,17867,461,858,7450,1371828184.0,42.147355,-74.086545,0.0,0,913,360
761,380,5,70.95,Joshua,Cohen,0,400,4616,44.2541,-68.5565,824,262,466,5855,1371828185.0,44.892284,-67.696852,0.0,0,913,106
246,574,0,7.73,Steven,Arnold,0,67,14711,42.32,-78.0943,1766,273,265,136,1371828205.0,43.055911,-78.5061,0.0,0,913,65
871,91,6,109.88,Jeremy,Whitney,0,32,95827,38.5662,-121.3286,757530,263,556,6281,1371828213.0,37.933185,-121.377611,0.0,0,913,688
281,202,7,40.63,Kayla,Jones,1,563,6024,42.0158,-73.2913,647,96,703,1403,1371828242.0,41.670636,-72.796633,0.0,0,914,231
183,311,11,4.69,Felicia,Thomas,1,443,74720,33.8396,-96.3648,608,402,796,588,1371828253.0,34.667878,-96.539902,0.0,0,914,0
696,594,11,2.84,Lauren,Torres,1,24,76050,32.2779,-97.2351,5875,372,783,4608,1371828309.0,33.27705,-96.75969,0.0,0,915,294
521,222,9,26.79,Joanne,Williams,1,349,84002,40.3207,-110.436,302,389,740,3469,1371828351.0,40.427773,-110.45888,0.0,0,915,19
490,374,0,59.33,Christopher,Holt,0,47,86018,35.2563,-111.95,759,202,191,494,1371828370.0,35.271473,-112.678922,0.0,0,916,606
439,471,6,63.29,Joshua,Carpenter,0,41,10463,40.8798,-73.9067,1382480,447,753,7303,1371828405.0,41.879315,-73.572825,0.0,0,916,105
752,455,7,135.02,Heather,Roberts,1,588,38315,35.2289,-88.644,3876,403,237,5012,1371828429.0,34.928754,-89.283126,0.0,0,917,73
598,616,11,8.1,Jennifer,Spencer,1,453,43102,39.6251,-82.7552,4512,181,779,2660,1371828603.0,39.02483,-82.412508,0.0,0,920,21
141,435,6,26.88,Kelsey,Richards,1,810,67851,37.9931,-100.9893,2691,27,799,7649,1371828627.0,38.423349,-100.93466,0.0,0,920,347
273,672,6,116.47,Tyler,Wright,0,572,48088,42.5164,-82.9832,134056,127,566,3481,1371828636.0,43.208604,-82.121373,0.0,0,920,807
78,116,0,11.05,Marcia,Molina,1,625,14537,43.033,-77.1575,207,111,272,3854,1371828682.0,43.74394,-76.876276,0.0,0,921,631
53,216,13,6.22,Amanda,Spencer,1,617,7439,41.0767,-74.5982,2456,403,809,544,1371828712.0,41.041988,-73.652938,0.0,0,921,581
52,320,0,2.76,Christopher,Cummings,0,456,68438,40.6267,-96.7456,142,76,348,3832,1371828713.0,40.306748,-96.770604,0.0,0,921,737
392,640,12,4.46,Timothy,Kirby,0,675,56379,45.604,-94.1591,16163,225,688,5849,1371828728.0,45.053904,-93.82173,0.0,0,922,702
570,541,1,48.41,Chris,White,0,895,35022,33.3224,-86.9657,71463,369,729,2851,1371828737.0,32.398099,-87.384321,0.0,0,922,72
485,17,12,135.58,Cory,Thomas,0,602,63388,38.8874,-91.7689,710,206,402,5817,1371828742.0,38.812819,-91.53524,0.0,0,922,845
820,366,10,16.64,Jeffrey,Smith,0,115,59871,45.8433,-113.8748,218,448,827,791,1371828764.0,46.732692,-113.187453,0.0,0,922,752
75,398,7,50.32,Christopher,Adkins,0,337,79343,33.6666,-101.5277,1571,318,598,655,1371828781.0,33.952355,-100.916334,0.0,0,923,446
371,675,6,123.59,Juan,Sherman,0,555,78214,29.3641,-98.4924,1595797,246,830,6956,1371828814.0,28.888155,-99.035728,0.0,0,923,697
554,573,1,38.18,Laura,Casey,1,569,4680,44.4971,-67.9503,1131,266,225,1176,1371828840.0,43.72236,-68.399601,0.0,0,924,747
462,323,0,109.25,Cassandra,Nunez,1,870,43408,41.5686,-83.3632,269,237,314,2535,1371828841.0,42.395348,-83.69708,0.0,0,924,153
465,573,1,49.35,Steven,Yoder,0,857,79085,34.7437,-102.5064,53,189,780,985,1371828869.0,35.219858,-103.435715,0.0,0,924,754
77,551,10,159.73,Alicia,Miller,1,883,55065,44.5274,-93.0196,1201,40,563,1214,1371828899.0,45.526158,-93.270873,0.0,0,924,649
364,576,1,4.66,Jennifer,Scott,1,361,44265,41.0109,-81.2977,51,273,233,2837,1371828918.0,41.700131,-81.791089,0.0,0,925,650
88,251,6,4.76,Lisa,Hendrix,1,343,15486,40.0246,-79.6955,2303,324,700,7175,1371828931.0,39.305018,-79.558079,0.0,0,925,798
127,683,7,9.37,Elizabeth,Payne,1,817,16839,41.0036,-78.1104,489,316,187,3241,1371828971.0,40.524384,-78.49505,0.0,0,926,298
45,409,12,20.19,Destiny,Lowe,1,733,13647,44.6087,-74.9732,69,68,771,5657,1371828972.0,43.946428,-74.177508,0.0,0,926,318
457,495,7,8.7,Lisa,Lopez,1,305,62926,37.3712,-89.1349,2263,391,638,6141,1371829015.0,36.76641,-89.721728,0.0,0,926,218
261,169,7,16.32,Diane,Jackson,1,630,79548,33.0771,-99.959,932,322,163,2992,1371829033.0,32.423602,-99.694002,0.0,0,927,684
783,91,6,57.14,John,Myers,0,646,46322,41.55,-87.4569,23727,91,601,1435,1371829034.0,42.217825,-87.892181,0.0,0,927,343
445,315,1,2.49,Teresa,Stein,1,266,29911,32.9413,-81.1807,1725,407,472,3220,1371829034.0,32.244848,-81.437004,0.0,0,927,111
182,581,6,82.42,Linda,Sanchez,1,608,18433,41.5744,-75.5881,6508,459,585,1396,1371829048.0,40.596365,-75.522817,0.0,0,927,383
490,54,10,48.71,Christopher,Holt,0,47,86018,35.2563,-111.95,759,202,191,350,1371829051.0,34.667313,-112.335784,0.0,0,927,606
301,150,13,616.78,Xavier,Beltran,0,567,40914,37.1046,-83.5706,467,356,630,3659,1371829057.0,37.331804,-84.156771,0.0,0,927,75
777,235,8,9.79,Christine,Harris,1,284,5461,44.3346,-73.098,4542,80,855,7263,1371829057.0,44.019518,-73.797242,0.0,0,927,346
149,614,6,43.08,Nicholas,Thornton,0,490,56729,48.6669,-96.5969,140,141,73,2401,1371829096.0,49.579289,-97.163384,0.0,0,928,313
642,465,10,62.8,Monica,West,1,203,57036,43.2893,-97.1904,811,296,428,2679,1371829106.0,44.154717,-97.489338,0.0,0,928,365
661,692,10,27.87,Monica,Tucker,1,288,42171,37.0581,-86.1938,6841,451,862,5697,1371829113.0,36.765301,-86.181291,0.0,0,928,727
755,452,9,9.99,Victoria,Fleming,1,262,55080,45.6675,-93.2433,2607,252,822,5504,1371829123.0,46.210552,-94.23198,0.0,0,928,743
383,202,7,17.15,Jeff,Elliott,0,336,29209,33.9659,-80.9355,333497,273,360,1391,1371829144.0,34.235448,-81.649282,0.0,0,929,170
313,134,0,108.45,Brent,Terrell,0,470,12466,41.8948,-73.9767,2471,213,319,7559,1371829174.0,42.207797,-73.825392,0.0,0,929,630
758,263,0,14.3,Lisa,Mendez,1,418,73754,36.385,-98.0727,1078,349,137,329,1371829188.0,35.975096,-98.400966,0.0,0,929,413
789,2,1,88.36,Kristina,Lewis,1,506,74130,36.2395,-95.9596,413574,45,366,5873,1371829202.0,35.39391,-96.117102,0.0,0,930,781
199,636,5,2.3,Michael,Gross,0,206,43321,40.4971,-82.8342,267,180,885,1215,1371829205.0,40.577047,-82.686392,0.0,0,930,274
279,180,5,28.09,Rebecca,Obrien,1,526,31046,33.1194,-83.8235,3343,444,751,2956,1371829238.0,33.411109,-83.09721,0.0,0,930,389
328,236,0,69.98,Tyler,Garcia,0,391,24433,38.4207,-79.4629,99,109,669,6118,1371829245.0,39.282816,-79.740551,0.0,0,930,217
845,656,12,11.11,Stacy,Villegas,1,186,80951,38.8881,-104.6556,525713,289,785,5955,1371829251.0,38.134385,-104.982515,0.0,0,930,168
227,190,0,140.4,Mary,Wall,1,225,7060,40.6152,-74.415,71485,254,476,7335,1371829278.0,39.788867,-74.399571,0.0,0,931,623
720,315,1,5.09,Michael,Francis,0,167,59714,45.7801,-111.1439,18182,155,491,4067,1371829282.0,45.13787,-111.016312,0.0,0,931,66
141,671,7,86.52,Kelsey,Richards,1,810,67851,37.9931,-100.9893,2691,27,799,427,1371829290.0,37.676917,-100.864958,0.0,0,931,347
217,78,7,42.32,Craig,Dunn,0,667,61272,41.2153,-90.9879,1504,268,794,1364,1371829292.0,40.651547,-91.37384,0.0,0,931,539
743,663,6,29.57,Maria,Roy,1,546,1257,42.1001,-73.3611,2121,370,462,2966,1371829333.0,41.390859,-72.892377,0.0,0,932,714
339,48,12,3.19,Jackie,Davis,1,171,63665,37.3272,-91.0243,241,241,480,3733,1371829358.0,36.334242,-90.671175,0.0,0,932,656
190,168,5,6.63,Nicholas,Tran,0,621,3220,43.4512,-71.489,7430,398,165,7123,1371829421.0,42.646782,-71.910757,0.0,0,933,70
564,642,1,53.05,Ashley,Lopez,1,842,11710,40.6729,-73.5365,34496,257,403,833,1371829427.0,41.645151,-74.148344,0.0,0,933,68
467,184,13,7.62,Jason,Singh,0,447,62668,39.5723,-90.2379,1512,88,879,3552,1371829433.0,40.465173,-90.117516,0.0,0,933,533
401,387,12,4.08,Jenna,Brooks,1,479,70808,30.4066,-91.1468,378909,115,522,2129,1371829439.0,31.115471,-91.412284,0.0,0,933,56
545,69,6,89.46,Benjamin,Rogers,0,216,15923,40.3673,-79.1605,1770,9,815,6851,1371829443.0,40.213272,-79.094161,0.0,0,934,84
413,126,7,9.66,Lori,Bishop,1,69,85086,33.8155,-112.1202,1312922,105,867,5449,1371829444.0,33.58007,-112.74485,0.0,0,934,620
812,692,10,8.2,Valerie,Clark,1,684,97452,43.921,-122.7806,1420,424,316,4436,1371829480.0,44.45987,-123.59791,0.0,0,934,451
60,369,7,31.88,Ashley,Blanchard,1,280,33417,26.7197,-80.1248,459921,216,235,4441,1371829500.0,25.804225,-79.240218,0.0,0,935,831
295,367,11,16.83,Donna,Moreno,1,304,24970,37.7418,-80.4626,4575,415,776,4511,1371829521.0,36.807586,-80.715879,0.0,0,935,677
222,261,13,8.04,Mackenzie,Salazar,1,890,53801,42.9207,-91.0685,878,386,481,3040,1371829532.0,42.184652,-91.389132,0.0,0,935,48
652,557,11,3.53,Brenda,Perez,1,26,73027,35.8985,-97.2607,1493,21,648,4320,1371829538.0,36.487076,-97.726311,0.0,0,935,181
688,69,6,82.29,Omar,Gay,0,199,5084,43.7185,-72.4439,140,122,736,5290,1371829554.0,43.582131,-73.067107,0.0,0,935,827
445,284,12,4.99,Teresa,Stein,1,266,29911,32.9413,-81.1807,1725,407,472,3285,1371829570.0,32.100179,-80.589463,0.0,0,936,111
495,66,7,14.31,William,Skinner,0,488,35651,34.4793,-87.4769,1312,256,164,3914,1371829571.0,35.123085,-88.391919,0.0,0,936,524
592,540,5,27.23,Jamie,Carr,1,512,17041,40.2236,-76.538,213,410,426,5632,1371829581.0,40.862396,-76.648601,0.0,0,936,425
711,425,12,1.28,Kendra,King,1,138,95567,41.9404,-124.1587,1930,470,608,6090,1371829587.0,42.697912,-124.294312,0.0,0,936,725
231,378,1,11.88,Patricia,Gonzalez,1,818,40170,37.9048,-86.524,344,65,340,6893,1371829593.0,37.228601,-85.795093,0.0,0,936,745
164,192,7,22.6,Sarah,Foster,1,715,23850,37.1349,-77.7364,1051,71,518,3955,1371829616.0,36.728759,-76.913618,0.0,0,936,268
676,490,6,7.88,Heather,Hines,1,118,10970,41.1901,-74.0436,9993,317,273,7013,1371829626.0,42.064476,-73.290738,0.0,0,937,627
61,343,10,12.51,Amanda,Wheeler,1,313,33909,26.6939,-81.9452,156391,215,369,7620,1371829698.0,27.088475,-81.986974,0.0,0,938,126
744,612,7,8.21,Allison,Allen,1,390,72042,34.2853,-91.3336,5161,139,798,5361,1371829698.0,34.190091,-90.727797,0.0,0,938,204
268,393,13,8.0,Zachary,Allen,0,638,52576,41.2001,-92.1354,568,87,381,1173,1371829703.0,40.791981,-92.443605,0.0,0,938,584
30,675,6,150.67,Jessica,Benitez,1,293,10548,41.2496,-73.9446,3487,368,229,3350,1371829705.0,41.875655,-74.531752,0.0,0,938,509
199,136,9,30.91,Michael,Gross,0,206,43321,40.4971,-82.8342,267,180,885,3736,1371829769.0,40.524978,-82.960812,0.0,0,939,274
518,593,11,5.72,Timothy,Gomez,0,651,46765,41.2249,-85.0301,5341,43,818,3452,1371829817.0,41.997698,-85.445299,0.0,0,940,429
432,320,0,31.07,Antonio,Koch,0,799,84532,38.5677,-109.5271,9772,260,737,3349,1371829837.0,38.352791,-109.843743,0.0,0,940,502
843,687,11,4.97,Monica,Cohen,1,789,15484,39.8936,-79.7856,328,462,612,2761,1371829838.0,40.147014,-79.28142,0.0,0,940,787
238,30,10,127.36,Sharon,Smith,1,159,92585,33.7467,-117.1721,54287,114,442,1598,1371829841.0,34.527954,-116.63425,0.0,0,940,755
430,396,7,18.49,Barbara,Lowe,1,622,75092,33.6372,-96.6184,46563,425,404,5060,1371829841.0,33.906352,-97.162914,0.0,0,940,717
